County,Post Office Location,Zip Code,Total  SNAP Households, Average Monthly SNAP Benefit per Household , Total Benefits Distributed 12/13 ,Total SNAP Recipients,Average Benefit per Recipient,Average Benefit per Meal ,Recipients 0-17,Recipients 18-64,Recipients 65+,Total Income-Eligible Individuals,Income-Eligible 0-17,Income-Eligible 18-64,Income-Eligible 65+,Total Income-Eligible but not Receiving ,Income-Eligible but not Receiving 0-17,Income-Eligible but not Receiving  18-64,Income-Eligible but not Receiving 65+,Total Participation Rate,Participation Rate 0-17,Participation Rate 18-64,Participation Rate 65+
Bexar,San Antonio,78226,878, $251.65 ," $220,952.00 ",2007, $110.09 , $1.22 ,1016,855,136,3320,1519,1534,267,1313,503,679,131,60%,67%,56%,51%
Bexar,San Antonio,78240,2115, $259.65 ," $549,169.00 ",5124, $107.18 , $1.19 ,2571,2247,306,11716,3188,7303,1225,6592,617,5056,919,44%,81%,31%,25%
Bexar,Atascosa,78002,527, $287.68 ," $151,605.00 ",1435, $105.65 , $1.17 ,800,555,80,2191,496,1407,288,1060,0,852,208,66%,100%,39%,28%
Bexar,San Antonio,78235,23, $313.70 ," $7,215.00 ",60, $120.25 , $1.34 ,30,30,0,111,50,61,0,51,20,31,0,54%,60%,49%,0%
Bexar,San Antonio,78252,395, $293.42 ," $115,899.00 ",1194, $97.07 , $1.08 ,712,451,31,875,342,435,98,67,0,0,67,100%,100%,100%,32%
Blanco,Round Mountain,78663,10, $204.90 ," $2,049.00 ",19, $107.84 , $1.20 ,9,9,1,76,34,42,0,58,25,33,0,25%,27%,22%,0%
Blanco,Hye,78635,2, $382.50 , $765.00 ,6, $127.50 , $1.42 ,3,3,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Blanco,Johnson City,78636,108, $196.79 ," $21,253.00 ",224, $94.88 , $1.05 ,110,89,25,368,66,267,36,189,0,178,11,61%,100%,33%,70%
Borden,Gail,79738,7, $393.43 ," $2,754.00 ",21, $131.14 , $1.46 ,16,5,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Bosque,Walnut Springs,76690,71, $283.18 ," $20,106.00 ",190, $105.82 , $1.18 ,96,88,6,286,86,170,30,106,0,82,24,66%,100%,52%,20%
Bosque,Iredell,76649,21, $252.38 ," $5,300.00 ",54, $98.15 , $1.09 ,25,25,4,121,23,68,31,70,0,43,27,44%,100%,37%,13%
Bosque,Cranfills Gap,76637,23, $303.65 ," $6,984.00 ",59, $118.37 , $1.32 ,28,30,1,68,6,42,19,30,0,12,18,87%,100%,71%,5%
Bosque,Morgan,76671,109, $230.20 ," $25,092.00 ",228, $110.05 , $1.22 ,93,112,23,608,181,333,93,379,88,221,70,38%,51%,34%,25%
Bosque,Meridian,76665,137, $227.67 ," $31,191.00 ",323, $96.57 , $1.07 ,165,136,22,688,272,336,81,366,107,200,59,47%,61%,41%,27%
Bosque,Kopperl,76652,60, $261.60 ," $15,696.00 ",126, $124.57 , $1.38 ,52,62,12,162,49,96,17,39,0,34,5,78%,100%,65%,70%
Bosque,Laguna Park,76644,2, $88.00 , $176.00 ,2, $88.00 , $0.98 ,0,1,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Bowie,Redwater,75573,31, $212.00 ," $6,572.00 ",66, $99.58 , $1.11 ,27,33,6,17,0,0,17,11,0,0,11,100%,0%,0%,36%
Bowie,Texarkana,75505,147, $200.14 ," $29,421.00 ",298, $98.73 , $1.10 ,130,144,24,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Bowie,Hooks,75561,312, $255.10 ," $79,590.00 ",718, $110.85 , $1.23 ,352,327,39,1278,429,679,170,560,77,352,131,56%,82%,48%,23%
Bowie,De Kalb,75559,400, $228.39 ," $91,354.00 ",886, $103.11 , $1.15 ,412,389,85,2043,876,958,209,1157,464,569,124,43%,47%,41%,41%
Bowie,Texarkana,75501,3018, $241.11 ," $727,656.00 ",7066, $102.98 , $1.14 ,3597,3118,351,10282,3514,5638,1130,3299,0,2520,779,69%,100%,55%,31%
Bowie,Maud,75567,159, $256.96 ," $40,856.00 ",383, $106.67 , $1.19 ,187,176,20,1155,347,595,213,772,160,419,193,33%,54%,30%,9%
Bowie,New Boston,75570,653, $241.51 ," $157,709.00 ",1501, $105.07 , $1.17 ,726,698,77,2511,806,1380,326,1011,80,682,249,60%,90%,51%,24%
Bowie,Simms,75574,106, $205.55 ," $21,788.00 ",216, $100.87 , $1.12 ,83,114,19,607,302,234,71,391,219,120,52,36%,27%,49%,27%
Bowie,Texarkana,75504,18, $142.94 ," $2,573.00 ",32, $80.41 , $0.89 ,13,17,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Bowie,Texarkana,75503,836, $276.18 ," $230,886.00 ",2103, $109.79 , $1.22 ,1157,878,68,3457,1187,1957,313,1354,30,1079,245,61%,97%,45%,22%
Bowie,Nash,75569,201, $264.47 ," $53,158.00 ",514, $103.42 , $1.15 ,303,184,27,704,208,429,66,284,0,245,39,73%,100%,43%,41%
Brazoria,Angleton,77516,105, $254.23 ," $26,694.00 ",259, $103.07 , $1.15 ,141,102,16,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazoria,Pearland,77584,1192, $268.01 ," $319,464.00 ",2805, $113.89 , $1.27 ,1505,1016,284,5204,1733,3076,395,2399,228,2060,111,54%,87%,33%,72%
Brazoria,Liverpool,77577,72, $251.60 ," $18,115.00 ",156, $116.12 , $1.29 ,77,69,10,334,67,201,65,187,0,132,55,47%,100%,34%,15%
Brazoria,Freeport,77541,1092, $280.56 ," $306,371.00 ",2649, $115.66 , $1.29 ,1461,1052,136,5858,2274,3073,510,3208,813,2021,374,45%,64%,34%,27%
Brazoria,Angleton,77515,1160, $260.88 ," $302,626.00 ",2700, $112.08 , $1.25 ,1486,1056,158,5369,2390,2528,452,2670,904,1472,294,50%,62%,42%,35%
Brazoria,Freeport,77542,54, $282.52 ," $15,256.00 ",138, $110.55 , $1.23 ,77,57,4,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazoria,Manvel,77578,340, $263.24 ," $89,500.00 ",796, $112.44 , $1.25 ,413,318,65,1090,285,643,163,423,0,325,98,73%,100%,49%,40%
Brazoria,Old Ocean,77463,8, $186.38 ," $1,491.00 ",13, $114.69 , $1.27 ,6,6,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazoria,Lake Jackson,77566,615, $288.22 ," $177,253.00 ",1556, $113.92 , $1.27 ,875,620,61,2591,1023,1232,335,1034,148,612,274,60%,86%,50%,18%
Brazoria,Pearland,77588,53, $247.40 ," $13,112.00 ",114, $115.02 , $1.28 ,47,60,7,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazoria,Danciger,77431,6, $250.00 ," $1,500.00 ",13, $115.38 , $1.28 ,6,7,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazoria,Clute,77531,831, $286.12 ," $237,767.00 ",2057, $115.59 , $1.28 ,1186,786,85,4246,1777,2179,290,2189,591,1393,205,48%,67%,36%,29%
Brazoria,West Columbia,77486,303, $236.17 ," $71,560.00 ",657, $108.92 , $1.21 ,322,293,42,1546,735,624,187,889,413,331,145,42%,44%,47%,22%
Brazoria,Alvin,77512,126, $274.79 ," $34,623.00 ",289, $119.80 , $1.33 ,157,115,17,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazoria,Brazoria,77422,543, $264.24 ," $143,484.00 ",1255, $114.33 , $1.27 ,662,516,77,2549,511,1524,514,1445,0,1008,437,49%,100%,34%,15%
Brazoria,Danbury,77534,72, $321.54 ," $23,151.00 ",194, $119.34 , $1.33 ,111,77,6,287,85,173,29,119,0,96,23,68%,100%,45%,21%
Brazos,Bryan,77805,97, $185.96 ," $18,038.00 ",201, $89.74 , $1.00 ,97,91,13,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazos,Bryan,77801,973, $261.72 ," $254,655.00 ",2248, $113.28 , $1.26 ,1358,824,66,8180,2490,5583,107,5932,1132,4759,41,27%,55%,15%,62%
Brazos,College Station,77841,4, $318.50 ," $1,274.00 ",9, $141.56 , $1.57 ,4,5,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazos,Bryan,77803,2561, $282.81 ," $724,278.00 ",6707, $107.99 , $1.20 ,4191,2237,279,11762,5749,5323,690,5055,1558,3086,411,57%,73%,42%,40%
Brazos,College Station,77845,700, $260.44 ," $182,309.00 ",1744, $104.53 , $1.16 ,953,719,72,9220,1753,7117,350,7476,800,6398,278,19%,54%,10%,21%
Brazos,Millican,77866,19, $197.79 ," $3,758.00 ",30, $125.27 , $1.39 ,12,14,4,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazos,Kurten,77862,6, $63.33 , $380.00 ,9, $42.22 , $0.47 ,1,3,5,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazos,College Station,77842,59, $240.93 ," $14,215.00 ",152, $93.52 , $1.04 ,87,60,5,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazos,Wellborn,77881,9, $318.89 ," $2,870.00 ",24, $119.58 , $1.33 ,14,8,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazos,College Station,77843,1, $186.00 , $186.00 ,1, $186.00 , $2.07 ,0,1,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazos,Bryan,77806,146, $240.53 ," $35,118.00 ",337, $104.21 , $1.16 ,177,132,28,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brazos,Bryan,77802,657, $237.06 ," $155,748.00 ",1502, $103.69 , $1.15 ,793,602,107,5349,1530,3308,511,3847,737,2706,404,28%,52%,18%,21%
Brazos,College Station,77840,1075, $259.96 ," $279,452.00 ",2520, $110.89 , $1.23 ,1397,1039,84,28925,2942,25663,320,26405,1545,24624,236,9%,47%,4%,26%
Brewster,Marathon,79842,15, $187.87 ," $2,818.00 ",32, $88.06 , $0.98 ,13,13,6,100,24,56,21,69,11,43,15,32%,54%,23%,29%
Brewster,Alpine,79831,76, $220.30 ," $16,743.00 ",177, $94.59 , $1.05 ,82,82,13,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brewster,Big Bend National,79834,2, $415.50 , $831.00 ,6, $138.50 , $1.54 ,3,2,1,14,5,9,0,9,2,7,0,43%,58%,22%,0%
Brewster,Terlingua,79852,28, $196.93 ," $5,514.00 ",65, $84.83 , $0.94 ,32,23,10,275,93,151,30,209,61,128,20,24%,34%,15%,33%
Brewster,Alpine,79830,270, $205.91 ," $55,595.00 ",519, $107.12 , $1.19 ,202,253,64,1339,349,827,163,820,147,574,99,39%,58%,31%,39%
Brewster,Alpine,79832,27, $259.04 ," $6,994.00 ",49, $142.73 , $1.59 ,17,31,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Briscoe,Silverton,79257,39, $242.92 ," $9,474.00 ",109, $86.92 , $0.97 ,53,47,9,368,92,231,45,259,39,184,36,30%,58%,20%,20%
Briscoe,Quitaque,79255,26, $278.85 ," $7,250.00 ",60, $120.83 , $1.34 ,25,26,9,150,46,86,18,90,21,60,9,40%,54%,30%,49%
Brooks,Falfurrias,78355,972, $240.00 ," $233,278.00 ",2201, $105.99 , $1.18 ,979,979,243,2938,986,1391,561,737,7,412,318,75%,99%,70%,43%
Brooks,Encino,78353,27, $125.96 ," $3,401.00 ",43, $79.09 , $0.88 ,9,22,12,443,145,141,157,400,136,119,145,10%,6%,16%,8%
Brown,Blanket,76432,44, $214.68 ," $9,446.00 ",95, $99.43 , $1.10 ,42,47,6,340,107,161,72,245,65,114,66,28%,39%,29%,8%
Brown,Bangs,76823,133, $198.03 ," $26,338.00 ",267, $98.64 , $1.10 ,105,132,30,711,172,330,209,444,67,198,179,38%,61%,40%,14%
Brown,Brookesmith,76827,7, $173.71 ," $1,216.00 ",13, $93.54 , $1.04 ,6,5,2,18,0,15,3,11,0,10,1,71%,0%,34%,58%
Brown,Brownwood,76804,91, $109.18 ," $9,935.00 ",110, $90.32 , $1.00 ,18,74,18,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Brown,May,76857,61, $241.79 ," $14,749.00 ",131, $112.59 , $1.25 ,61,56,14,315,110,172,32,183,49,116,18,42%,55%,33%,43%
Brown,Zephyr,76890,23, $188.52 ," $4,336.00 ",44, $98.55 , $1.09 ,17,22,5,225,91,88,45,180,74,66,40,20%,19%,25%,11%
Brown,Early,76802,151, $233.32 ," $35,232.00 ",369, $95.48 , $1.06 ,188,165,16,951,279,517,155,582,91,352,139,39%,67%,32%,10%
Brown,Brownwood,76803,22, $183.00 ," $4,026.00 ",46, $87.52 , $0.97 ,19,20,7,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Burleson,Lyons,77863,21, $171.29 ," $3,597.00 ",36, $99.92 , $1.11 ,11,20,5,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Burleson,Chriesman,77838,4, $326.75 ," $1,307.00 ",10, $130.70 , $1.45 ,5,4,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Burleson,Deanville,77852,6, $282.00 ," $1,692.00 ",22, $76.91 , $0.85 ,14,8,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Burleson,Snook,77878,52, $170.50 ," $8,866.00 ",107, $82.86 , $0.92 ,47,47,13,399,155,152,92,292,108,105,79,27%,30%,31%,14%
Burleson,Caldwell,77836,492, $233.72 ," $114,988.00 ",1105, $104.06 , $1.16 ,571,448,86,2243,678,1029,536,1138,107,581,450,49%,84%,44%,16%
Burleson,Somerville,77879,273, $223.95 ," $61,137.00 ",595, $102.75 , $1.14 ,291,267,37,989,287,498,205,399,0,231,168,60%,100%,54%,18%
Burnet,Burnet,78611,541, $236.82 ," $128,118.00 ",1281, $100.01 , $1.11 ,630,568,83,2515,971,1242,302,1234,341,674,219,51%,65%,46%,27%
Burnet,Bertram,78605,173, $271.68 ," $47,000.00 ",459, $102.40 , $1.14 ,232,196,31,1188,511,520,158,730,279,324,127,39%,45%,38%,20%
Burnet,Briggs,78608,14, $172.50 ," $2,415.00 ",33, $73.18 , $0.81 ,14,16,3,37,0,29,9,19,0,13,6,88%,0%,55%,35%
Caldwell,Fentress,78622,27, $191.37 ," $5,167.00 ",47, $109.94 , $1.22 ,18,20,9,76,29,44,4,35,11,24,0,62%,63%,46%,100%
Caldwell,Prairie Lea,78661,32, $331.53 ," $10,609.00 ",93, $114.08 , $1.27 ,50,39,4,21,0,13,7,3,0,0,3,100%,0%,100%,54%
Caldwell,Lockhart,78644,989, $254.13 ," $251,338.00 ",2380, $105.60 , $1.17 ,1194,1011,175,3874,1469,1872,533,1494,275,861,358,61%,81%,54%,33%
Calhoun,Port O Connor,77982,25, $221.16 ," $5,529.00 ",50, $110.58 , $1.23 ,27,19,4,155,18,118,20,115,0,99,16,32%,100%,16%,20%
Calhoun,Seadrift,77983,111, $274.40 ," $30,458.00 ",277, $109.96 , $1.22 ,136,118,23,479,176,266,37,202,40,148,14,58%,77%,44%,62%
Calhoun,Point Comfort,77978,31, $282.03 ," $8,743.00 ",82, $106.62 , $1.18 ,48,32,2,43,0,20,23,21,0,0,21,100%,0%,100%,9%
Cameron,Brownsville,78522,177, $158.15 ," $27,993.00 ",312, $89.72 , $1.00 ,110,110,92,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Cameron,Brownsville,78521,12039, $283.42 ," $3,412,056.00 ",31785, $107.35 , $1.19 ,18323,10713,2749,50574,23269,23377,3928,18789,4946,12664,1179,63%,79%,46%,70%
Cameron,Lozano,78568,86, $245.09 ," $21,078.00 ",217, $97.13 , $1.08 ,111,81,25,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Cameron,Port Isabel,78578,1023, $293.37 ," $300,114.00 ",2433, $123.35 , $1.37 ,1636,669,128,4681,2004,2235,442,2248,368,1566,314,52%,82%,30%,29%
Cameron,La Feria,78559,1257, $266.62 ," $335,144.00 ",3120, $107.42 , $1.19 ,1664,1142,314,5078,1938,2306,834,1958,274,1164,520,61%,86%,50%,38%
Cameron,Santa Maria,78592,192, $229.25 ," $44,016.00 ",468, $94.05 , $1.05 ,223,156,89,709,343,288,77,252,120,132,0,66%,65%,54%,100%
Cameron,South Padre Island,78597,64, $244.06 ," $15,620.00 ",134, $116.57 , $1.30 ,68,56,10,777,164,297,316,643,96,241,306,17%,42%,19%,3%
Cameron,Brownsville,78523,198, $229.04 ," $45,350.00 ",438, $103.54 , $1.15 ,194,173,71,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Cameron,Harlingen,78550,5573, $279.64 ," $1,558,420.00 ",14217, $109.62 , $1.22 ,7815,5372,1030,21901,8661,10906,2334,7684,846,5534,1304,65%,90%,49%,44%
Cameron,Combes,78535,179, $297.80 ," $53,306.00 ",472, $112.94 , $1.25 ,236,208,28,303,87,153,63,35,0,0,35,100%,100%,100%,44%
Cameron,Harlingen,78553,287, $225.97 ," $64,854.00 ",656, $98.86 , $1.10 ,313,274,69,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Cameron,Harlingen,78551,132, $194.75 ," $25,707.00 ",255, $100.81 , $1.12 ,101,107,47,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Cameron,Brownsville,78520,6872, $259.50 ," $1,783,278.00 ",16972, $105.07 , $1.17 ,9202,5810,1960,29992,12956,13776,3260,13020,3754,7966,1300,57%,71%,42%,60%
Cameron,Santa Rosa,78593,701, $263.83 ," $184,946.00 ",1815, $101.90 , $1.13 ,966,681,168,2986,1114,1175,697,1171,148,494,529,61%,87%,58%,24%
Cameron,Harlingen,78552,2325, $288.46 ," $670,678.00 ",6297, $106.51 , $1.18 ,3551,2304,442,16992,6493,8943,1557,10696,2942,6639,1115,37%,55%,26%,28%
Cameron,Olmito,78575,321, $271.21 ," $87,057.00 ",822, $105.91 , $1.18 ,443,287,92,3631,1552,1571,508,2809,1109,1284,416,23%,29%,18%,18%
Cameron,Rio Hondo,78583,593, $245.77 ," $145,744.00 ",1450, $100.51 , $1.12 ,715,565,170,2011,501,1242,268,775,0,677,98,72%,100%,45%,63%
Cameron,San Benito,78586,5962, $287.56 ," $1,714,405.00 ",16657, $102.92 , $1.14 ,9612,5801,1244,28128,12617,13015,2496,11471,3005,7214,1252,59%,76%,45%,50%
Cameron,Brownsville,78526,3372, $285.07 ," $961,253.00 ",9281, $103.57 , $1.15 ,5307,3227,747,17651,8408,8122,1121,8370,3101,4895,374,53%,63%,40%,67%
Cameron,Los Indios,78567,107, $230.71 ," $24,686.00 ",266, $92.80 , $1.03 ,127,98,41,348,182,152,14,109,55,54,0,76%,70%,64%,100%
Cameron,Los Fresnos,78566,1318, $277.37 ," $365,572.00 ",3644, $100.32 , $1.11 ,2043,1312,289,7201,3473,3452,277,3570,1430,2140,0,51%,59%,38%,100%
Camp,Leesburg,75451,97, $235.82 ," $22,875.00 ",219, $104.45 , $1.16 ,105,97,17,166,107,59,0,2,2,0,0,100%,99%,100%,0%
Carson,White Deer,79097,10, $201.50 ," $2,015.00 ",21, $95.95 , $1.07 ,9,9,3,129,11,85,32,107,2,76,29,16%,79%,11%,9%
Carson,Skellytown,79080,23, $200.70 ," $4,616.00 ",45, $102.58 , $1.14 ,16,24,5,166,59,87,19,120,43,63,14,27%,27%,27%,26%
Carson,Panhandle,79068,36, $238.42 ," $8,583.00 ",89, $96.44 , $1.07 ,46,40,3,302,83,154,65,213,37,114,62,29%,56%,26%,5%
Carson,Groom,79039,18, $213.44 ," $3,842.00 ",38, $101.11 , $1.12 ,17,18,3,40,3,15,23,20,0,0,20,95%,100%,100%,13%
Cass,Atlanta,75551,781, $237.58 ," $185,553.00 ",1651, $112.39 , $1.25 ,744,819,88,2481,694,1232,555,880,0,413,467,67%,100%,66%,16%
Cass,Marietta,75566,67, $247.84 ," $16,605.00 ",145, $114.52 , $1.27 ,63,76,6,437,109,287,41,292,46,211,35,33%,58%,26%,15%
Cass,MC Leod,75565,26, $293.62 ," $7,634.00 ",71, $107.52 , $1.19 ,28,42,1,59,18,41,0,0,0,0,0,100%,100%,100%,0%
Cass,Bivins,75555,79, $206.95 ," $16,349.00 ",155, $105.48 , $1.17 ,63,83,9,297,50,155,91,154,0,72,82,52%,100%,54%,10%
Cass,Linden,75563,377, $222.49 ," $83,880.00 ",729, $115.06 , $1.28 ,294,376,59,1351,439,720,191,621,145,344,132,54%,67%,52%,31%
Cass,Kildare,75562,11, $156.91 ," $1,726.00 ",16, $107.88 , $1.20 ,4,8,4,58,0,0,58,54,0,0,54,28%,0%,0%,7%
Cass,Bloomburg,75556,75, $274.77 ," $20,608.00 ",178, $115.78 , $1.29 ,82,83,13,276,127,113,36,98,45,30,23,65%,65%,73%,36%
Cass,Queen City,75572,274, $238.67 ," $65,395.00 ",588, $111.22 , $1.24 ,253,293,42,1038,363,541,135,451,110,248,93,57%,70%,54%,31%
Castro,Summerfield,79085,2, $65.00 , $130.00 ,2, $65.00 , $0.72 ,0,2,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Castro,Hart,79043,83, $276.14 ," $22,920.00 ",240, $95.50 , $1.06 ,136,77,27,527,195,289,43,287,59,212,16,46%,70%,27%,63%
Castro,Dimmitt,79027,318, $281.78 ," $89,605.00 ",875, $102.41 , $1.14 ,512,311,52,1928,792,917,218,1052,280,606,166,45%,65%,34%,24%
Castro,Nazareth,79063,9, $355.44 ," $3,199.00 ",28, $114.25 , $1.27 ,17,11,0,75,38,35,2,47,21,24,2,38%,45%,32%,0%
Chambers,Stowell,77661,40, $220.85 ," $8,834.00 ",85, $103.93 , $1.15 ,45,29,11,177,24,44,109,113,0,15,98,48%,100%,66%,10%
Chambers,Anahuac,77514,199, $257.34 ," $51,210.00 ",475, $107.81 , $1.20 ,258,188,29,847,209,425,213,421,0,237,184,56%,100%,44%,14%
Chambers,Mont Belvieu,77580,29, $255.45 ," $7,408.00 ",61, $121.44 , $1.35 ,28,30,3,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Chambers,Wallisville,77597,24, $221.63 ," $5,319.00 ",53, $100.36 , $1.12 ,24,28,1,7,0,0,7,6,0,0,6,100%,0%,0%,15%
Chambers,Hankamer,77560,73, $168.26 ," $12,283.00 ",131, $93.76 , $1.04 ,54,61,16,354,123,186,45,223,69,125,29,37%,44%,33%,35%
Cherokee,Cuney,75759,26, $174.92 ," $4,548.00 ",50, $90.96 , $1.01 ,21,22,7,134,49,74,10,83,28,52,3,37%,43%,30%,69%
Cherokee,Jacksonville,75766,1869, $255.81 ," $478,107.00 ",4552, $105.03 , $1.17 ,2618,1719,215,10014,4392,4583,1039,5462,1774,2864,824,45%,60%,38%,21%
Cherokee,New Summerfield,75780,49, $213.00 ," $10,437.00 ",116, $89.97 , $1.00 ,84,25,7,127,23,84,20,72,0,59,13,91%,100%,30%,34%
Cherokee,Maydelle,75772,10, $216.60 ," $2,166.00 ",24, $90.25 , $1.00 ,9,10,5,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Cherokee,Gallatin,75764,12, $265.33 ," $3,184.00 ",35, $90.97 , $1.01 ,15,16,4,13,0,5,8,4,0,0,4,100%,0%,100%,50%
Cherokee,Reklaw,75784,47, $203.38 ," $9,559.00 ",100, $95.59 , $1.06 ,48,46,6,345,195,118,32,245,147,72,26,29%,25%,39%,19%
Cherokee,Alto,75925,297, $219.73 ," $65,260.00 ",637, $102.45 , $1.14 ,333,258,46,1220,315,680,225,601,0,422,179,52%,100%,38%,20%
Cherokee,Wells,75976,81, $203.32 ," $16,469.00 ",172, $95.75 , $1.06 ,73,86,13,387,133,213,42,216,60,127,29,44%,55%,40%,31%
Cherokee,Rusk,75785,507, $265.08 ," $134,397.00 ",1282, $104.83 , $1.16 ,692,519,71,3003,1310,1512,181,1721,618,993,110,43%,53%,34%,39%
Clay,Bellevue,76228,33, $209.73 ," $6,921.00 ",65, $106.48 , $1.18 ,24,30,11,133,10,79,44,82,0,49,33,49%,100%,38%,25%
Clay,Henrietta,76365,192, $225.94 ," $43,381.00 ",414, $104.79 , $1.16 ,192,192,30,896,285,395,216,482,93,203,186,46%,67%,49%,14%
Clay,Byers,76357,30, $192.87 ," $5,786.00 ",57, $101.51 , $1.13 ,20,34,3,185,64,106,15,128,44,72,12,31%,31%,32%,20%
Clay,Petrolia,76377,34, $266.09 ," $9,047.00 ",87, $103.99 , $1.16 ,41,41,5,149,54,64,31,62,13,23,26,59%,76%,64%,16%
Cochran,Whiteface,79379,30, $338.87 ," $10,166.00 ",92, $110.50 , $1.23 ,55,36,1,83,39,43,1,7,0,7,0,100%,100%,83%,84%
Cochran,Bledsoe,79314,7, $89.57 , $627.00 ,8, $78.38 , $0.87 ,0,8,0,24,7,13,5,17,7,5,5,33%,0%,63%,0%
Cochran,Morton,79346,177, $213.53 ," $37,795.00 ",370, $102.15 , $1.13 ,154,163,53,644,225,329,90,274,71,166,37,57%,68%,50%,59%
Coke,Tennyson,76953,5, $179.40 , $897.00 ,8, $112.13 , $1.25 ,3,5,0,4,0,4,0,0,0,0,0,100%,0%,100%,0%
Coke,Robert Lee,76945,47, $204.87 ," $9,629.00 ",109, $88.34 , $0.98 ,56,42,11,298,74,150,74,189,18,108,63,37%,76%,28%,15%
Coke,Bronte,76933,50, $228.44 ," $11,422.00 ",121, $94.40 , $1.05 ,62,47,12,207,86,96,26,87,24,49,14,58%,72%,49%,47%
Coleman,Novice,79538,10, $303.10 ," $3,031.00 ",30, $101.03 , $1.12 ,12,15,3,77,51,22,5,48,39,7,2,39%,24%,69%,67%
Coleman,Valera,76884,7, $295.29 ," $2,067.00 ",17, $121.59 , $1.35 ,8,7,2,65,48,17,0,50,40,10,0,26%,17%,41%,0%
Coleman,Voss,76888,6, $80.83 , $485.00 ,7, $69.29 , $0.77 ,1,3,3,2,0,0,2,0,0,0,0,100%,0%,0%,100%
Coleman,Rockwood,76873,2, $41.50 , $83.00 ,2, $41.50 , $0.46 ,0,0,2,7,0,0,7,5,0,0,5,30%,0%,0%,30%
Coleman,Coleman,76834,388, $193.02 ," $74,891.00 ",795, $94.20 , $1.05 ,339,352,104,2274,930,1142,203,1480,591,790,99,35%,36%,31%,51%
Coleman,Burkett,76828,8, $137.88 ," $1,103.00 ",10, $110.30 , $1.23 ,1,7,2,24,0,0,24,22,0,0,22,42%,0%,0%,8%
Coleman,Gouldbusk,76845,3, $300.00 , $900.00 ,10, $90.00 , $1.00 ,6,4,0,35,24,11,0,25,18,7,0,29%,25%,37%,0%
Coleman,Santa Anna,76878,109, $210.89 ," $22,987.00 ",226, $101.71 , $1.13 ,93,102,31,615,188,342,84,388,95,240,53,37%,49%,30%,37%
Collin,Josephine,75164,10, $210.60 ," $2,106.00 ",25, $84.24 , $0.94 ,13,10,2,77,28,47,3,53,15,37,1,32%,47%,21%,70%
Collin,Lavon,75166,36, $285.94 ," $10,294.00 ",91, $113.12 , $1.26 ,48,35,8,119,16,104,0,69,0,69,0,76%,100%,34%,0%
Collin,Plano,75074,1774, $278.47 ," $494,008.00 ",4255, $116.10 , $1.29 ,2817,1131,307,11165,5362,5283,521,6911,2545,4152,214,38%,53%,21%,59%
Collin,Allen,75013,210, $208.70 ," $43,826.00 ",397, $110.39 , $1.23 ,157,125,115,1255,300,745,209,857,143,620,94,32%,52%,17%,55%
Collin,McKinney,75069,1665, $282.09 ," $469,688.00 ",4092, $114.78 , $1.28 ,2600,1280,212,11795,4865,6252,679,7704,2265,4972,467,35%,53%,20%,31%
Collin,McKinney,75071,666, $290.12 ," $193,217.00 ",1734, $111.43 , $1.24 ,1014,639,81,3157,1024,1661,472,1423,10,1022,391,55%,99%,38%,17%
Collin,Plano,75023,788, $264.46 ," $208,392.00 ",1949, $106.92 , $1.19 ,1053,750,146,6592,2212,3660,719,4642,1159,2910,573,30%,48%,20%,20%
